index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
115,long worm,S_WORM,9,3,5,10,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_SILENT,MZ_GIGANTIC,,,M1_ANIMAL | M1_SLITHY | M1_NOLIMBS | M1_OVIPAROUS | M1_CARNIVORE| M1_NOTAKE,M2_HOSTILE | M2_STRONG | M2_NASTY,,CLR_BROWN,worms,,
116,purple worm,S_WORM,15,9,6,20,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 2, 8)","ATTK(AT_ENGL, AD_DGST, 1, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2700,700,MS_SILENT,MZ_GIGANTIC,,,M1_ANIMAL | M1_SLITHY | M1_NOLIMBS | M1_OVIPAROUS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY,,CLR_MAGENTA,worms,,
117,grid bug,S_XAN,0,12,9,0,0,G_GENO | G_SGROUP | G_NOCORPSE | 3,"ATTK(AT_BITE, AD_ELEC, 1, 1)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,15,10,MS_BUZZ,MZ_TINY,MR_ELEC | MR_POISON,,M1_ANIMAL,M2_HOSTILE,M3_INFRAVISIBLE,CLR_MAGENTA,"xan, &c",,
118,xan,S_XAN,7,18,-4,0,0,G_GENO | 3,"ATTK(AT_STNG, AD_LEGS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,300,MS_BUZZ,MZ_TINY,MR_POISON,MR_POISON,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_POIS,M2_HOSTILE,M3_INFRAVISIBLE,CLR_RED,"xan, &c",,
119,yellow light,S_LIGHT,3,15,0,0,0,G_NOCORPSE | G_GENO | 4,"ATTK(AT_EXPL, AD_BLND, 10, 20)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_SMALL,MR_FIRE | MR_COLD | MR_ELEC | MR_DISINT | MR_SLEEP | MR_POISON| MR_ACID | MR_STONE,,M1_FLY | M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS| M1_NOHEAD | M1_MINDLESS | M1_UNSOLID | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,M3_INFRAVISIBLE,CLR_YELLOW,lights,,
120,black light,S_LIGHT,5,15,0,0,0,G_NOCORPSE | G_GENO | 2,"ATTK(AT_EXPL, AD_HALU, 10, 12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_SMALL,MR_FIRE | MR_COLD | MR_ELEC | MR_DISINT | MR_SLEEP | MR_POISON| MR_ACID | MR_STONE,,M1_FLY | M1_BREATHLESS | M1_AMORPHOUS | M1_NOEYES | M1_NOLIMBS| M1_NOHEAD | M1_MINDLESS | M1_UNSOLID | M1_SEE_INVIS | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_BLACK,lights,,
121,zruty,S_ZRUTY,9,8,3,0,0,G_GENO | 2,"ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_CLAW, AD_PHYS, 3, 4)","ATTK(AT_BITE, AD_PHYS, 3, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,600,MS_SILENT,MZ_LARGE,,,M1_ANIMAL | M1_HUMANOID | M1_CARNIVORE,M2_HOSTILE | M2_STRONG,M3_INFRAVISIBLE,CLR_BROWN,zruty,,
122,couatl,S_ANGEL,8,10,5,30,7,G_NOHELL | G_SGROUP | G_NOCORPSE | 1,"ATTK(AT_BITE, AD_DRST, 2, 4)","ATTK(AT_BITE, AD_PHYS, 1, 3)","ATTK(AT_HUGS, AD_WRAP, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,900,400,MS_HISS,MZ_LARGE,MR_POISON,,M1_FLY | M1_NOHANDS | M1_SLITHY | M1_POIS,M2_MINION | M2_STALK | M2_STRONG | M2_NASTY,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_GREEN,Angels and other lawful minions,,
123,Aleax,S_ANGEL,10,8,0,30,7,G_NOHELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_KICK, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_IMITATE,MZ_HUMAN,MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,,M1_HUMANOID | M1_SEE_INVIS,M2_MINION | M2_STALK | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_YELLOW,Angels and other lawful minions,,
124,Angel,S_ANGEL,14,10,-4,55,12,G_NOHELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_MAGC, AD_MAGM, 2, 6)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_CUSS,MZ_HUMAN,MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,,M1_FLY | M1_HUMANOID | M1_SEE_INVIS,M2_NOPOLY | M2_MINION | M2_STALK | M2_STRONG | M2_NASTY | M2_COLLECT,M3_INFRAVISIBLE | M3_INFRAVISION,CLR_WHITE,Angels and other lawful minions,"Angels start with the emin extension attached, and usually have the isminion flag set; however, non-minion Angels can be tamed and will switch to edog (guardian Angel is handled specially and always sticks with emin)",
125,ki-rin,S_ANGEL,16,18,-5,90,15,G_NOHELL | G_NOCORPSE | 1,"ATTK(AT_KICK, AD_PHYS, 2, 4)","ATTK(AT_KICK, AD_PHYS, 2, 4)","ATTK(AT_BUTT, AD_PHYS, 3, 6)","ATTK(AT_MAGC, AD_SPEL, 2, 6)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEIGH,MZ_LARGE,,,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_SEE_INVIS,M2_NOPOLY | M2_MINION | M2_STALK | M2_STRONG | M2_NASTY | M2_LORD,M3_INFRAVISIBLE | M3_INFRAVISION,HI_GOLD,Angels and other lawful minions,,
126,Archon,S_ANGEL,19,16,-6,80,15,G_NOHELL | G_NOCORPSE | 1,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_GAZE, AD_BLND, 2, 6)","ATTK(AT_CLAW, AD_PHYS, 1, 8)","ATTK(AT_MAGC, AD_SPEL, 4, 6)",NO_ATTK,WT_HUMAN,400,MS_CUSS,MZ_LARGE,MR_FIRE | MR_COLD | MR_ELEC | MR_SLEEP | MR_POISON,,M1_FLY | M1_HUMANOID | M1_SEE_INVIS | M1_REGEN,M2_NOPOLY | M2_MINION | M2_STALK | M2_STRONG | M2_NASTY | M2_LORD| M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE | M3_INFRAVISION,HI_LORD,Angels and other lawful minions,,
127,bat,S_BAT,0,22,8,0,0,G_GENO | G_SGROUP | 1,"ATTK(AT_BITE, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,20,MS_SQEEK,MZ_TINY,,,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_WANDER,M3_INFRAVISIBLE,CLR_BROWN,Bats,,
128,giant bat,S_BAT,2,22,7,0,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,30,MS_SQEEK,MZ_SMALL,,,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_WANDER | M2_HOSTILE,M3_INFRAVISIBLE,CLR_RED,Bats,,
129,raven,S_BAT,4,20,6,0,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_BLND, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,40,20,MS_SQAWK,MZ_SMALL,,,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_CARNIVORE,M2_WANDER | M2_HOSTILE,M3_INFRAVISIBLE,CLR_BLACK,Bats,,
130,vampire bat,S_BAT,5,20,6,0,0,G_GENO | 2,"ATTK(AT_BITE, AD_PHYS, 1, 6)","ATTK(AT_BITE, AD_DRST, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,30,20,MS_SQEEK,MZ_SMALL,MR_SLEEP | MR_POISON,,M1_FLY | M1_ANIMAL | M1_NOHANDS | M1_POIS | M1_REGEN | M1_OMNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,CLR_BLACK,Bats,,
131,plains centaur,S_CENTAUR,4,18,4,0,0,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_KICK, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2500,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID | M1_OMNIVORE,M2_STRONG | M2_GREEDY | M2_COLLECT,M3_INFRAVISIBLE,CLR_BROWN,Centaurs,,
132,forest centaur,S_CENTAUR,5,18,3,10,-1,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_KICK, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2550,600,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID | M1_OMNIVORE,M2_STRONG | M2_GREEDY | M2_COLLECT,M3_INFRAVISIBLE,CLR_GREEN,Centaurs,,
133,mountain centaur,S_CENTAUR,6,20,2,10,-3,G_GENO | 1,"ATTK(AT_WEAP, AD_PHYS, 1, 10)","ATTK(AT_KICK, AD_PHYS, 1, 6)","ATTK(AT_KICK, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,2550,500,MS_HUMANOID,MZ_LARGE,,,M1_HUMANOID | M1_OMNIVORE,M2_STRONG | M2_GREEDY | M2_COLLECT,M3_INFRAVISIBLE,CLR_CYAN,Centaurs,,
134,baby gray dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_GRAY,Dragons,,
135,baby silver dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,DRAGON_SILVER,Dragons,,
136,baby shimmering dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_CYAN,Dragons,DEFERRED,
137,baby red dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_FIRE,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,M3_INFRAVISIBLE,CLR_RED,Dragons,,
138,baby white dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_COLD,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_WHITE,Dragons,,
139,baby orange dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_SLEEP,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_ORANGE,Dragons,,
140,baby black dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_DISINT,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_BLACK,Dragons,,
141,baby blue dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_ELEC,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_BLUE,Dragons,,
142,baby green dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_POISON,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE | M1_POIS,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_GREEN,Dragons,,
143,baby yellow dragon,S_DRAGON,12,9,2,10,0,,"ATTK(AT_BITE, AD_PHYS, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,500,MS_ROAR,MZ_HUGE,MR_ACID | MR_STONE,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE | M1_ACID,M2_HOSTILE | M2_STRONG | M2_GREEDY | M2_JEWELS,,CLR_YELLOW,Dragons,,
144,gray dragon,S_DRAGON,15,9,-1,20,4,G_GENO | 1,"ATTK(AT_BREA, AD_MAGM, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_GRAY,Dragons,,
145,silver dragon,S_DRAGON,15,9,-1,20,4,G_GENO | 1,"ATTK(AT_BREA, AD_COLD, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_COLD,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,DRAGON_SILVER,Dragons,,
146,shimmering dragon,S_DRAGON,15,9,-1,20,4,G_GENO | 1,"ATTK(AT_BREA, AD_MAGM, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,,,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_CYAN,Dragons,DEFERRED,
147,red dragon,S_DRAGON,15,9,-1,20,-4,G_GENO | 1,"ATTK(AT_BREA, AD_FIRE, 6, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_FIRE,MR_FIRE,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,M3_INFRAVISIBLE,CLR_RED,Dragons,,
148,white dragon,S_DRAGON,15,9,-1,20,-5,G_GENO | 1,"ATTK(AT_BREA, AD_COLD, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_COLD,MR_COLD,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_WHITE,Dragons,,
149,orange dragon,S_DRAGON,15,9,-1,20,5,G_GENO | 1,"ATTK(AT_BREA, AD_SLEE, 4, 25)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_SLEEP,MR_SLEEP,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_ORANGE,Dragons,,
150,black dragon,S_DRAGON,15,9,-1,20,-6,G_GENO | 1,"ATTK(AT_BREA, AD_DISN, 4, 10)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_DISINT,MR_DISINT,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_BLACK,Dragons,,
151,blue dragon,S_DRAGON,15,9,-1,20,-7,G_GENO | 1,"ATTK(AT_BREA, AD_ELEC, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_ELEC,MR_ELEC,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_BLUE,Dragons,,
152,green dragon,S_DRAGON,15,9,-1,20,6,G_GENO | 1,"ATTK(AT_BREA, AD_DRST, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_POISON,MR_POISON,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS | M1_OVIPAROUS| M1_CARNIVORE | M1_POIS,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_GREEN,Dragons,,
153,yellow dragon,S_DRAGON,15,9,-1,20,7,G_GENO | 1,"ATTK(AT_BREA, AD_ACID, 4, 6)","ATTK(AT_BITE, AD_PHYS, 3, 8)","ATTK(AT_CLAW, AD_PHYS, 1, 4)","ATTK(AT_CLAW, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,WT_DRAGON,1500,MS_ROAR,MZ_GIGANTIC,MR_ACID | MR_STONE,MR_STONE,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_SEE_INVIS| M1_OVIPAROUS | M1_CARNIVORE | M1_ACID,M2_HOSTILE | M2_STRONG | M2_NASTY | M2_GREEDY | M2_JEWELS | M2_MAGIC,,CLR_YELLOW,Dragons,,
154,stalker,S_ELEMENTAL,8,12,3,0,0,G_GENO | 3,"ATTK(AT_CLAW, AD_PHYS, 4, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,400,MS_SILENT,MZ_LARGE,,,M1_ANIMAL | M1_FLY | M1_SEE_INVIS,M2_WANDER | M2_STALK | M2_HOSTILE | M2_STRONG,M3_INFRAVISION,CLR_WHITE,Elementals,,
155,air elemental,S_ELEMENTAL,8,36,2,30,0,G_NOCORPSE | 1,"ATTK(AT_ENGL, AD_PHYS, 1, 10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_HUGE,MR_POISON | MR_STONE,,M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS | M1_BREATHLESS| M1_UNSOLID | M1_FLY,M2_STRONG | M2_NEUTER,,CLR_CYAN,Elementals,,
156,fire elemental,S_ELEMENTAL,8,12,2,30,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_FIRE, 3, 6)","ATTK(AT_NONE, AD_FIRE, 0, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_HUGE,MR_FIRE | MR_POISON | MR_STONE,,M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS | M1_BREATHLESS| M1_UNSOLID | M1_FLY | M1_NOTAKE,M2_STRONG | M2_NEUTER,M3_INFRAVISIBLE,CLR_YELLOW,Elementals,,
157,earth elemental,S_ELEMENTAL,8,6,2,30,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 4, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2500,0,MS_SILENT,MZ_HUGE,MR_FIRE | MR_COLD | MR_POISON | MR_STONE,,M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS | M1_BREATHLESS| M1_WALLWALK | M1_THICK_HIDE,M2_STRONG | M2_NEUTER,,CLR_BROWN,Elementals,,
158,water elemental,S_ELEMENTAL,8,6,2,30,0,G_NOCORPSE | 1,"ATTK(AT_CLAW, AD_PHYS, 5, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2500,0,MS_SILENT,MZ_HUGE,MR_POISON | MR_STONE,,M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS | M1_BREATHLESS| M1_UNSOLID | M1_AMPHIBIOUS | M1_SWIM,M2_STRONG | M2_NEUTER,,CLR_BLUE,Elementals,,
159,lichen,S_FUNGUS,0,1,9,0,0,G_GENO | 4,"ATTK(AT_TUCH, AD_STCK, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,200,MS_SILENT,MZ_SMALL,,,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS| M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_BRIGHT_GREEN,Fungi,,
160,brown mold,S_FUNGUS,1,0,9,0,0,G_GENO | 1,"ATTK(AT_NONE, AD_COLD, 0, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_COLD | MR_POISON,MR_COLD | MR_POISON,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS| M1_NOHEAD | M1_MINDLESS | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_BROWN,Fungi,,
161,yellow mold,S_FUNGUS,1,0,9,0,0,G_GENO | 2,"ATTK(AT_NONE, AD_STUN, 0, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS| M1_POIS | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_YELLOW,Fungi,,
162,green mold,S_FUNGUS,1,0,9,0,0,G_GENO | 1,"ATTK(AT_NONE, AD_ACID, 0, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_ACID | MR_STONE,MR_STONE,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS| M1_ACID | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_GREEN,Fungi,,
163,red mold,S_FUNGUS,1,0,9,0,0,G_GENO | 1,"ATTK(AT_NONE, AD_FIRE, 0, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_FIRE | MR_POISON,MR_FIRE | MR_POISON,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS| M1_NOHEAD | M1_MINDLESS | M1_NOTAKE,M2_HOSTILE | M2_NEUTER,M3_INFRAVISIBLE,CLR_RED,Fungi,,
164,shrieker,S_FUNGUS,3,1,7,0,0,G_GENO | 1,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SHRIEK,MZ_SMALL,MR_POISON,MR_POISON,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS| M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_MAGENTA,Fungi,,
165,violet fungus,S_FUNGUS,3,1,7,0,0,G_GENO | 2,"ATTK(AT_TUCH, AD_PHYS, 1, 4)","ATTK(AT_TUCH, AD_STCK, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_BREATHLESS | M1_NOEYES | M1_NOLIMBS | M1_NOHEAD | M1_MINDLESS| M1_NOTAKE,M2_HOSTILE | M2_NEUTER,,CLR_MAGENTA,Fungi,,
